,NCBI,massI,massS,massAvg,refmass,Maxspeed,refspeed,speedHirt,spdMissing,Stance,Diet,D3files,nofiles,Long,Rmax,Rmin,Rmed,La,LrL,LrLa,LrRmin,LrRmax,LrRmed,Morphotype,Sci_name,common_name,lineage,lineage_names,order,family
34844,34844,5.0,14.0,9.5,ADW,,,45.63426857150291,45.63426857150291,Plantigrade,herbivore,['ID 000106602'],1,92.81,7.542473383358396,4.100571081248868,5.328702344782555,18.460869521494505,92.81,18.460869521494505,4.100571081248868,7.542473383358396,5.328702344782555,1,Erethizon dorsatum,North American porcupine,"[1, 131567, 2759, 33154, 33208, 6072, 33213, 33511, 7711, 89593, 7742, 7776, 117570, 117571, 8287, 1338369, 32523, 32524, 40674, 32525, 9347, 1437010, 314146, 314147, 9989, 33550, 30649, 34843, 34844]","['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Eutheria', 'Boreoeutheria', 'Euarchontoglires', 'Glires', 'Rodentia', 'Hystricomorpha', 'Erethizontidae', 'Erethizon', 'Erethizon dorsatum']",Rodentia,Erethizontidae
34869,34869,38.02,38.02,38.02,Christansen_2002_Locomotion in terrestrial mammals,50.0,Christansen_2002_Locomotion in terrestrial mammals,60.16616178589381,50.0,Ungulates,herbivore,"['ID 000399173', 'ID 000399297']",2,169.95,10.413873437404924,6.407825189122691,8.445038013381472,27.001852639975915,174.9,28.08302484557636,7.119079297717531,10.644247058186291,8.881092125934774,2,Rupicapra rupicapra,chamois,"[1, 131567, 2759, 33154, 33208, 6072, 33213, 33511, 7711, 89593, 7742, 7776, 117570, 117571, 8287, 1338369, 32523, 32524, 40674, 32525, 9347, 1437010, 314145, 91561, 9845, 35500, 9895, 9963, 34868, 34869]","['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Eutheria', 'Boreoeutheria', 'Laurasiatheria', 'Artiodactyla', 'Ruminantia', 'Pecora', 'Bovidae', 'Caprinae', 'Rupicapra', 'Rupicapra rupicapra']",Artiodactyla,Bovidae
34871,34871,25.0,30.0,27.5,ADW,,,57.3923477281639,57.3923477281639,Ungulates,herbivore,['ID 000399203'],1,164.7,9.748166498235928,5.54144463848937,8.032752339301569,28.071779152994942,164.7,28.071779152994942,5.54144463848937,9.748166498235928,8.032752339301569,2,Naemorhedus goral,Na,"[1, 131567, 2759, 33154, 33208, 6072, 33213, 33511, 7711, 89593, 7742, 7776, 117570, 117571, 8287, 1338369, 32523, 32524, 40674, 32525, 9347, 1437010, 314145, 91561, 9845, 35500, 9895, 9963, 34870, 34871]","['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Eutheria', 'Boreoeutheria', 'Laurasiatheria', 'Artiodactyla', 'Ruminantia', 'Pecora', 'Bovidae', 'Caprinae', 'Naemorhedus', 'Naemorhedus goral']",Artiodactyla,Bovidae
34873,34873,60.0,115.0,87.5,https://www.gbif.org/,33.04,Christansen_2002_Locomotion in terrestrial mammals,63.43008785983033,33.04,Ungulates,herbivore,"['ID 000119273', 'ID 000119367', 'ID 000399095']",3,226.20000000000002,14.948722060378278,8.999037013808339,11.626346812784638,42.09639779053452,266.6,48.93519678304864,10.198281624039996,17.97482455866373,13.544725734823205,2,Oreamnos americanus,mountain goat,"[1, 131567, 2759, 33154, 33208, 6072, 33213, 33511, 7711, 89593, 7742, 7776, 117570, 117571, 8287, 1338369, 32523, 32524, 40674, 32525, 9347, 1437010, 314145, 91561, 9845, 35500, 9895, 9963, 34872, 34873]","['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Eutheria', 'Boreoeutheria', 'Laurasiatheria', 'Artiodactyla', 'Ruminantia', 'Pecora', 'Bovidae', 'Caprinae', 'Oreamnos', 'Oreamnos americanus']",Artiodactyla,Bovidae
34875,34875,35.0,35.0,35.0,Garland_1982_the relation between max running and mass,80.0,Garland_1983_the relation between max running and mass,59.52377541043014,80.0,Ungulates,herbivore,"['ID 000398090', 'ID 000398117']",2,142.25,10.91909713867637,7.089046563834707,8.621217250913144,26.577616622737075,145.2,27.45785389019293,7.112940574050989,10.862208313427738,8.586621162593318,2,Saiga tatarica,Na,"[1, 131567, 2759, 33154, 33208, 6072, 33213, 33511, 7711, 89593, 7742, 7776, 117570, 117571, 8287, 1338369, 32523, 32524, 40674, 32525, 9347, 1437010, 314145, 91561, 9845, 35500, 9895, 9948, 34874, 34875]","['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Eutheria', 'Boreoeutheria', 'Laurasiatheria', 'Artiodactyla', 'Ruminantia', 'Pecora', 'Bovidae', 'Antilopinae', 'Saiga', 'Saiga tatarica']",Artiodactyla,Bovidae
37176,37176,180.0,400.0,290.0,ADW,39.99,Christansen_2002_Locomotion in terrestrial mammals,57.84911222264183,39.99,Ungulates,herbivore,"['ID 000121146', 'ID 000399281']",2,298.9,23.48424742753169,13.599819971187927,18.543173112493122,64.23593492943917,302.6,63.85481287208531,13.098874510807947,22.963719276305657,17.86087134116812,2,Ovibos moschatus,muskox,"[1, 131567, 2759, 33154, 33208, 6072, 33213, 33511, 7711, 89593, 7742, 7776, 117570, 117571, 8287, 1338369, 32523, 32524, 40674, 32525, 9347, 1437010, 314145, 91561, 9845, 35500, 9895, 9963, 37175, 37176]","['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Eutheria', 'Boreoeutheria', 'Laurasiatheria', 'Artiodactyla', 'Ruminantia', 'Pecora', 'Bovidae', 'Caprinae', 'Ovibos', 'Ovibos moschatus']",Artiodactyla,Bovidae
37179,37179,55.0,124.0,89.5,https://www.gbif.org/,,,63.43080259842082,63.43080259842082,Ungulates,herbivore,"['ID 000119750', 'ID 000399242']",2,213.05,13.897084117138899,7.708676345191746,10.630371040966907,38.85415282342956,239.3,42.99686476463076,8.12880391716002,14.425049281422634,11.227587981882419,2,Hemitragus jemlahicus,Himalayan tahr,"[1, 131567, 2759, 33154, 33208, 6072, 33213, 33511, 7711, 89593, 7742, 7776, 117570, 117571, 8287, 1338369, 32523, 32524, 40674, 32525, 9347, 1437010, 314145, 91561, 9845, 35500, 9895, 9963, 37178, 37179]","['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Eutheria', 'Boreoeutheria', 'Laurasiatheria', 'Artiodactyla', 'Ruminantia', 'Pecora', 'Bovidae', 'Caprinae', 'Hemitragus', 'Hemitragus jemlahicus']",Artiodactyla,Bovidae
37186,37186,215.0,300.0,257.5,https://www.gbif.org/,55.98,Christansen_2002_Locomotion in terrestrial mammals,58.82481774727187,55.98,Ungulates,herbivore,"['ID 000399857', 'ID 000399934']",2,256.20000000000005,19.759240490042778,13.006010195482279,16.243276039123778,57.74186118866064,261.6,59.231209455644105,13.30013363194938,20.64142785913445,17.133315991677193,2,Hippotragus equinus,roan antelope,"[1, 131567, 2759, 33154, 33208, 6072, 33213, 33511, 7711, 89593, 7742, 7776, 117570, 117571, 8287, 1338369, 32523, 32524, 40674, 32525, 9347, 1437010, 314145, 91561, 9845, 35500, 9895, 9959, 37184, 37186]","['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Eutheria', 'Boreoeutheria', 'Laurasiatheria', 'Artiodactyla', 'Ruminantia', 'Pecora', 'Bovidae', 'Hippotraginae', 'Hippotragus', 'Hippotragus equinus']",Artiodactyla,Bovidae
37751,37751,15.0,18.0,16.5,Mammals Species,79.98,Christansen_2002_Locomotion in terrestrial mammals,51.971979477310924,79.98,Ungulates,herbivore,"['ID 000398243', 'ID 000398255']",2,123.30000000000001,8.829623088046809,5.712880072008508,7.129908266302486,20.873981821291984,128.3,20.90835294678566,6.1353053246735865,9.44655781004725,7.645620776768817,2,Gazella dorcas,Dorcas gazelle,"[1, 131567, 2759, 33154, 33208, 6072, 33213, 33511, 7711, 89593, 7742, 7776, 117570, 117571, 8287, 1338369, 32523, 32524, 40674, 32525, 9347, 1437010, 314145, 91561, 9845, 35500, 9895, 9948, 9933, 37751]","['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Eutheria', 'Boreoeutheria', 'Laurasiatheria', 'Artiodactyla', 'Ruminantia', 'Pecora', 'Bovidae', 'Antilopinae', 'Gazella', 'Gazella dorcas']",Artiodactyla,Bovidae
39411,39411,116.0,206.0,161.0,Mammals Species,7.5,Gallach_2015_ Oryx leucoryx,61.89403700703218,7.5,Ungulates,herbivore,"['ID 000399965', 'ID 000399982']",2,193.65,14.782935009013077,10.010405856610536,11.996187321743529,42.99974309758562,196.3,43.14509299133335,10.412097482757275,15.366005953896748,12.269870891294513,2,Oryx leucoryx,Arabian oryx,"[1, 131567, 2759, 33154, 33208, 6072, 33213, 33511, 7711, 89593, 7742, 7776, 117570, 117571, 8287, 1338369, 32523, 32524, 40674, 32525, 9347, 1437010, 314145, 91561, 9845, 35500, 9895, 9959, 9957, 39411]","['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Eutheria', 'Boreoeutheria', 'Laurasiatheria', 'Artiodactyla', 'Ruminantia', 'Pecora', 'Bovidae', 'Hippotraginae', 'Oryx', 'Oryx leucoryx']",Artiodactyla,Bovidae
452646,452646,0.4,1.6,1.0,www.wikipedia.com,6.5,www.wikipedia.com,25.499999992886856,6.5,Plantigrade,carnivore,['ID 000105350'],1,39.42,2.4455944964581176,1.2662477788703759,1.7325488955345776,6.531879971149117,39.42,6.531879971149117,1.2662477788703759,2.4455944964581176,1.7325488955345776,1,Neogale vison,American mink,"[1, 131567, 2759, 33154, 33208, 6072, 33213, 33511, 7711, 89593, 7742, 7776, 117570, 117571, 8287, 1338369, 32523, 32524, 40674, 32525, 9347, 1437010, 314145, 33554, 379584, 9655, 169418, 2902005, 452646]","['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Eutheria', 'Boreoeutheria', 'Laurasiatheria', 'Carnivora', 'Caniformia', 'Mustelidae', 'Mustelinae', 'Neogale', 'Neogale vison']",Carnivora,Mustelidae
48420,48420,6.0,18.0,12.0,http://wolverinefoundation.org/,48.0,ADW,48.311548611068346,48.0,Plantigrade,carnivore,"['ID 000121302', 'ID 000446966']",2,132.35000000000002,8.34045624315507,4.767128580122713,6.402312205956127,27.11011649474663,139.8,29.374878868096935,5.076695420406557,8.424255715950009,6.730538933483549,1,Gulo gulo,wolverine,"[1, 131567, 2759, 33154, 33208, 6072, 33213, 33511, 7711, 89593, 7742, 7776, 117570, 117571, 8287, 1338369, 32523, 32524, 40674, 32525, 9347, 1437010, 314145, 33554, 379584, 9655, 2892069, 48419, 48420]","['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Eutheria', 'Boreoeutheria', 'Laurasiatheria', 'Carnivora', 'Caniformia', 'Mustelidae', 'Guloninae', 'Gulo', 'Gulo gulo']",Carnivora,Mustelidae
50347,50347,45.0,80.0,62.5,ADW,,,62.861674549705576,62.861674549705576,Ungulates,herbivore,['ID 000399816'],1,198.2,12.620914300752956,8.757255215886543,10.825458298230938,33.650073213006536,198.2,33.650073213006536,8.757255215886543,12.620914300752956,10.825458298230938,2,Cephalophus silvicultor,yellow-backed duiker,"[1, 131567, 2759, 33154, 33208, 6072, 33213, 33511, 7711, 89593, 7742, 7776, 117570, 117571, 8287, 1338369, 32523, 32524, 40674, 32525, 9347, 1437010, 314145, 91561, 9845, 35500, 9895, 9952, 9954, 50347]","['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Eutheria', 'Boreoeutheria', 'Laurasiatheria', 'Artiodactyla', 'Ruminantia', 'Pecora', 'Bovidae', 'Cephalophinae', 'Cephalophus', 'Cephalophus silvicultor']",Artiodactyla,Bovidae
51338,51338,11.0,32.0,21.5,ADW,,,54.89544742428825,54.89544742428825,Plantigrade,herbivore,['ID 000158206'],1,84.0,5.295927722761585,2.3540267964341077,4.0349999006257775,18.35906295296833,84.0,18.35906295296833,2.3540267964341077,5.295927722761585,4.0349999006257775,1,Castor canadensis,American beaver,"[1, 131567, 2759, 33154, 33208, 6072, 33213, 33511, 7711, 89593, 7742, 7776, 117570, 117571, 8287, 1338369, 32523, 32524, 40674, 32525, 9347, 1437010, 314146, 314147, 9989, 1963757, 29132, 10184, 51338]","['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Eutheria', 'Boreoeutheria', 'Euarchontoglires', 'Glires', 'Rodentia', 'Castorimorpha', 'Castoridae', 'Castor', 'Castor canadensis']",Rodentia,Castoridae
55782,55782,0.48,0.48,0.48,Iriarte-diaz_2002_differential scaling of locomotor performance in small and large mammals,33.0,Garland_1988_Comparative locomotor performance of marsupial,21.069920752242965,33.0,Plantigrade,carnivore,['ID 000068250'],1,30.94,1.8571936507071585,0.7819618968782992,1.3876139672309802,6.552104960225277,30.94,6.552104960225277,0.7819618968782992,1.8571936507071585,1.3876139672309802,1,Myrmecobius fasciatus,numbat,"[1, 131567, 2759, 33154, 33208, 6072, 33213, 33511, 7711, 89593, 7742, 7776, 117570, 117571, 8287, 1338369, 32523, 32524, 40674, 32525, 9263, 38608, 55780, 55781, 55782]","['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Metatheria', 'Dasyuromorphia', 'Myrmecobiidae', 'Myrmecobius', 'Myrmecobius fasciatus']",Dasyuromorphia,Myrmecobiidae
56117,56117,150.0,300.0,225.0,ADW,40.0,Garland_1993_Does metatarsal/femur ratio predict maximal running speed,59.84413956598349,40.0,Ungulates,herbivore,"['ID 000058226', 'ID 000169248']",2,246.0,22.197564447112093,11.378483165337713,16.396371259098693,54.26744257954936,251.2,52.820780716972095,12.15286109975253,21.67459986825807,16.81301334120869,2,Tapirus bairdii,Baird's tapir,"[1, 131567, 2759, 33154, 33208, 6072, 33213, 33511, 7711, 89593, 7742, 7776, 117570, 117571, 8287, 1338369, 32523, 32524, 40674, 32525, 9347, 1437010, 314145, 9787, 9799, 9800, 56117]","['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Eutheria', 'Boreoeutheria', 'Laurasiatheria', 'Perissodactyla', 'Tapiridae', 'Tapirus', 'Tapirus bairdii']",Perissodactyla,Tapiridae
59515,59515,60.0,125.0,92.5,Mammals Species,,,63.42348507403221,63.42348507403221,Ungulates,herbivore,['ID 000399874'],1,204.4,16.370726374103054,10.663074174998862,13.183735996573196,50.94473984413798,204.4,50.94473984413798,10.663074174998862,16.370726374103054,13.183735996573196,2,Addax nasomaculatus,Na,"[1, 131567, 2759, 33154, 33208, 6072, 33213, 33511, 7711, 89593, 7742, 7776, 117570, 117571, 8287, 1338369, 32523, 32524, 40674, 32525, 9347, 1437010, 314145, 91561, 9845, 35500, 9895, 9959, 59514, 59515]","['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Eutheria', 'Boreoeutheria', 'Laurasiatheria', 'Artiodactyla', 'Ruminantia', 'Pecora', 'Bovidae', 'Hippotraginae', 'Addax', 'Addax nasomaculatus']",Artiodactyla,Bovidae
59517,59517,149.97,149.97,149.97,Christansen_2002_Locomotion in terrestrial mammals,69.98,Christansen_2002_Locomotion in terrestrial mammals,62.22899767383165,69.98,Ungulates,herbivore,['ID 000397805'],1,197.2,15.519984831503931,9.672330451655277,12.585279715205315,42.59099917916943,197.2,42.59099917916943,9.672330451655277,15.519984831503931,12.585279715205315,2,Alcelaphus buselaphus,hartebeest,"[1, 131567, 2759, 33154, 33208, 6072, 33213, 33511, 7711, 89593, 7742, 7776, 117570, 117571, 8287, 1338369, 32523, 32524, 40674, 32525, 9347, 1437010, 314145, 91561, 9845, 35500, 9895, 37170, 59516, 59517]","['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Eutheria', 'Boreoeutheria', 'Laurasiatheria', 'Artiodactyla', 'Ruminantia', 'Pecora', 'Bovidae', 'Alcelaphinae', 'Alcelaphus', 'Alcelaphus buselaphus']",Artiodactyla,Bovidae
59523,59523,33.0,46.0,39.5,ADW,87.9,Christansen_2002_Locomotion in terrestrial mammals,60.445542611081734,87.9,Ungulates,herbivore,"['ID 000398134', 'ID 000398289']",2,141.1,11.19279006972598,7.195868456561933,9.22109486935435,28.467897567936447,154.7,31.412175544559027,8.131048266564914,12.318569707450322,10.014271942774,2,Antidorcas marsupialis,springbok,"[1, 131567, 2759, 33154, 33208, 6072, 33213, 33511, 7711, 89593, 7742, 7776, 117570, 117571, 8287, 1338369, 32523, 32524, 40674, 32525, 9347, 1437010, 314145, 91561, 9845, 35500, 9895, 9948, 59522, 59523]","['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Eutheria', 'Boreoeutheria', 'Laurasiatheria', 'Artiodactyla', 'Ruminantia', 'Pecora', 'Bovidae', 'Antilopinae', 'Antidorcas', 'Antidorcas marsupialis']",Artiodactyla,Bovidae
59525,59525,32.0,43.0,37.5,ADW,94.84,Christansen_2002_Locomotion in terrestrial mammals,60.06272944584094,94.84,Ungulates,herbivore,"['ID 000397840', 'ID 000398275']",2,148.75,10.898775403140043,6.194190127075652,8.68195296866618,29.536001069637404,151.8,30.181585995071273,6.535645428048686,11.426280689454028,8.926626559056302,2,Antilope cervicapra,blackbuck,"[1, 131567, 2759, 33154, 33208, 6072, 33213, 33511, 7711, 89593, 7742, 7776, 117570, 117571, 8287, 1338369, 32523, 32524, 40674, 32525, 9347, 1437010, 314145, 91561, 9845, 35500, 9895, 9948, 59524, 59525]","['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Eutheria', 'Boreoeutheria', 'Laurasiatheria', 'Artiodactyla', 'Ruminantia', 'Pecora', 'Bovidae', 'Antilopinae', 'Antilope', 'Antilope cervicapra']",Artiodactyla,Bovidae
59536,59536,14.49,14.49,14.49,Christansen_2002_Locomotion in terrestrial mammals,50.0,Christansen_2002_Locomotion in terrestrial mammals,50.486955049535034,50.0,Ungulates,herbivore,['ID 000398152'],1,116.7,8.850034583789625,5.386245119278085,7.250036971695313,20.581623994791023,116.7,20.581623994791023,5.386245119278085,8.850034583789625,7.250036971695313,2,Ourebia ourebi,oribi,"[1, 131567, 2759, 33154, 33208, 6072, 33213, 33511, 7711, 89593, 7742, 7776, 117570, 117571, 8287, 1338369, 32523, 32524, 40674, 32525, 9347, 1437010, 314145, 91561, 9845, 35500, 9895, 9948, 59535, 59536]","['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Eutheria', 'Boreoeutheria', 'Laurasiatheria', 'Artiodactyla', 'Ruminantia', 'Pecora', 'Bovidae', 'Antilopinae', 'Ourebia', 'Ourebia ourebi']",Artiodactyla,Bovidae
59542,59542,35.0,75.0,55.0,Mammals Species,,,62.37264163593255,62.37264163593255,Ungulates,herbivore,"['ID 000399228', 'ID 000399259']",2,197.75,11.827741369660746,7.318246095086096,9.770293450033297,35.5411767761276,200.5,34.88897843337636,7.611483939587466,11.833308738354056,9.896339157836891,2,Pseudois nayaur,bharal,"[1, 131567, 2759, 33154, 33208, 6072, 33213, 33511, 7711, 89593, 7742, 7776, 117570, 117571, 8287, 1338369, 32523, 32524, 40674, 32525, 9347, 1437010, 314145, 91561, 9845, 35500, 9895, 9963, 59541, 59542]","['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Eutheria', 'Boreoeutheria', 'Laurasiatheria', 'Artiodactyla', 'Ruminantia', 'Pecora', 'Bovidae', 'Caprinae', 'Pseudois', 'Pseudois nayaur']",Artiodactyla,Bovidae
59554,59554,39.0,95.0,67.0,https://www.gbif.org/,,,63.064993847586365,63.064993847586365,Ungulates,herbivore,"['ID 000400013', 'ID 000400030']",2,138.0,10.756482523981681,5.418970004906189,8.464569179958122,26.425949243227503,140.3,25.676591768648947,5.243825242107064,10.71690724834754,8.370781799899085,2,Redunca arundinum,southern reedbuck,"[1, 131567, 2759, 33154, 33208, 6072, 33213, 33511, 7711, 89593, 7742, 7776, 117570, 117571, 8287, 1338369, 32523, 32524, 40674, 32525, 9347, 1437010, 314145, 91561, 9845, 35500, 9895, 59549, 59553, 59554]","['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Eutheria', 'Boreoeutheria', 'Laurasiatheria', 'Artiodactyla', 'Ruminantia', 'Pecora', 'Bovidae', 'Reduncinae', 'Redunca', 'Redunca arundinum']",Artiodactyla,Bovidae
